street,plz
Wunsiedeler Weg,
Leonberger Ring,
Catostraße,
Morsbronner Weg,
KGA Albrechtshöhe,
Hochkalterweg,
Almweg,
Altmarkstraße,
Am Hellespont,
Holzmannstraße,
Schwanheimer Straße,
Gottlieb-Dunkel-Straße,
Teilestraße,
Belßstraße,
Wolfsburger Weg,
Bessemerstraße,
Scharzhofberger Straße,
Dürkheimer Straße,
Albrechtstraße,12099|12103
Oberlandstraße,
Breitunger Weg,
Egisheimer Weg,
Sangerhauser Weg,
Massiner Weg,
Rudolf-Beyendorff-Ring,
Rätikonweg,
Cafeastraße,
Teichrosenpfad,
Wochenendweg,
Haberechtstraße,
Ordensmeisterstraße,
Colditzstraße,
Volkmarstraße,
Ullsteinstraße,
Eisenacher Straße,12109
Didostraße,
Dirschelweg,
Rixdorfer Straße,12109
Westphalweg,
Kosleckweg,
Dardanellenweg,
Marmaraweg,
Smyrnaer Weg,
Brussaer Weg,
Walnußweg,
Riemenschneiderweg,
Floningweg,
Hoeftweg,
Reißeckstraße,
Olpererweg,
Rotkopfweg,
Schareckstraße,
Hochthronweg,
Hochkönigweg,
Wildspitzweg,
Hochtristenweg,
Pilatusweg,
Birnhornweg,
Buchsteinweg,
Titlisweg,
Hirzbacher Weg,
Blankenhainer Straße,
Schönburgstraße,
Tempelhofer Damm,
Theodor-Francke-Straße,
Templerzeile,
Alboinplatz,
Kaiserin-Augusta-Straße,
Wittekindstraße,
Friedrich-Wilhelm-Straße,12103|12099
Manteuffelstraße,12103
Totilastraße,
Friedrich-Karl-Straße,12103
Attilagarten,
Wolframstraße,
Chlodwigstraße,
Attilastraße,
Lorenzweg,
Wulfila-Ufer,
Seelbuschring,
Tejastraße,
Prinzenstraße,12105
Straße 7,12105
Kaiserstraße,12105
Rathausstraße,12105
Großbeerenstraße,12107|12277
Lankwitzer Straße,12107
Gersdorfstraße,
Riegerzeile,
Illzacher Weg,
Kochstraße,12105
Königstraße,12105
Paul-Schmidt-Straße,
Gerdsmeyerweg,
Nebelhornweg,
Weißkugelweg,
Albulaweg,
Faulhornweg,
Parkstraße,12103
Bosestraße,
Rothariweg,
Alboinstraße,
Götzstraße,
Gäßnerweg,
Richnowstraße,
Stolbergstraße,
Luise-Henriette-Straße,
Friedrich-Franz-Straße,
Eschersheimer Straße,
Hattenheimer Straße,12099
Tempelhofer Weg,12099|12347
Nackenheimer Weg,
Rohrbeckstraße,
Bacharacher Straße,
Oberlandgarten,
Germaniagarten,
Felixstraße,
Zastrowstraße,
Rohdestraße,
Sachsenhauser Straße,
Komturstraße,
Egelingzeile,
Eythstraße,
Mariendorfer Weg,
Markgrafenstraße,12105
Machonstraße,
Kurfürstenstraße,12105
Einödshoferweg,
Teikeweg,
Prühßstraße,
Finkenweg,12109
Lerchenweg,12109
Domnauer Straße,
Ottokarstraße,
Alarichstraße,
Burgemeisterstraße,
Wenckebachstraße,
Tankredstraße,
Viktoriastraße,12105
Monschauer Weg,
Strelitzstraße,
Schwalbenweg,12109
Blumenweg,
Schützenstraße,12105
Reulestraße,
Cantorsteig,
Kollostraße,
Friedenstraße,12107
Alt-Mariendorf,
Upstallweg,
Geiserichstraße,
Konradinstraße,
Äneasstraße,
Steinhellenweg,
Andlauer Weg,
Schätzelbergstraße,
Industriestraße,
Werderstraße,12103|12105
Greveweg,
Renate-Privatstraße,
Kunigundenstraße,
Theodorstraße,12099
Bergholzstraße,
Saalburgstraße,
Skutaristraße,
Gallipoliweg,
Bosporusstraße,
Goldenes Horn,
Gradestraße,
Tacitusstraße,
Plautusstraße,
Horazweg,
Liviusstraße,
Straße 229,12109
Gajusstraße,
Sulzbergweg,
Wankstraße,
Am Kienpfuhl,
Im Rosengrund,
Seerosensteig,
Kabelpfuhlweg,
Windröschenweg,
Am Brandpfuhl,
Klausenpaß,
Splügenweg,
Grünsteinweg,
Bimssteinweg,
Kruckenbergstraße,
Allgäuer Weg,
Selbhornweg,
Hausstockweg,
Röthspitzenweg,
Hochgallweg,
Heukuppenweg,
Schwarzkogelweg,
Hochfeilerweg,
Glärnischweg,
Königstuhlweg,
Watzmannweg,
Dachsteinweg,
Raucheckweg,
Munsterdamm,
Kelchstraße,
Langensteiner Weg,
Oehlertring,
Oehlertplatz,
Crailsheimer Straße,
Tuttlinger Weg,
Schünemannweg,
Frankentaler Ufer,
Gernsheimer Straße,
Borstellstraße,
Edenkobener Weg,
Karl-Fischer-Weg,
Grabertstraße,
Sohnreystraße,
Bismarckstraße,12169|12157
Dillgesstraße,
Ruthstraße,
Renatenweg,
Havensteinstraße,
Ingridpfad,
Bellingstraße,
Gallwitzallee,
Trachenbergring,
Keffenbrinkweg,
Haynauer Straße,
Körtingstraße,
Freibergstraße,
Tödiweg,
Kiepertplatz,
Emilienstraße,
Bruno-Möhring-Straße,
Dederingstraße,
Kitzingstraße,
Greinerstraße,
Sonnenscheinpfad,
Estersstraße,
Felgentreustraße,
Privatweg,
Wilhelm-Pasewaldt-Straße,
Lauxweg,
Heusingerstraße,
Porschestraße,
Popperstraße,
Kiepertstraße,
Thorwaldsenstraße,12157
Lauenburger Platz,
Kissinger Straße,12157
Horst-Kohl-Straße,
Schneekoppenweg,
Cranachstraße,
Rubensstraße,12157|12159
Canovastraße,
Brüggemannstraße,
Grazer Damm,
Overbeckstraße,
Göttinger Straße,
Hermesweg,
Walsroder Straße,
Worpsweder Straße,
Am Fenn,
Unter den Rüstern,
Lacknerstraße,
Hünensteig,
Wilseder Straße,
Immenweg,
Karl-Stieler-Straße,
Kellerstraße,
Presselstraße,
Liliencronstraße,
Halskestraße,
Reginenweg,
Sibyllenstraße,
Hanna-Renate-Laurien-Platz,
Barbarastraße,
Ursulastraße,
Rotenfelser Weg,
Harkortstraße,
Holenbrunner Weg,
Bernecker Weg,
Bischofsgrüner Weg,
Schneebergstraße,
Goldmühler Weg,
Bruchwitzstraße,
Sembritzkistraße,
Benzmannstraße,
Heinrich-Seidel-Straße,
Bernkastler Straße,
Alsheimer Straße,
Hanstedter Weg,
Kottesteig,
Ingostraße,
Suttnerstraße,
Reglinstraße,
Brinkmannstraße,
Gurlittstraße,
Liebenowzeile,
Buhrowstraße,
Denkstraße,
Stephanstraße,12167
Hünefeldzeile,
Ellwanger Straße,
Biberacher Weg,
Lörracher Straße,
Ludwigsburger Weg,
Neckarsulmer Straße,
Maulbronner Ufer,
Rottweiler Straße,
Reutlinger Straße,
Mergentheimer Straße,
Eiswaldtstraße,
Am Gemeindepark,
Thaliaweg,
Wedellstraße,
Mühlenstraße,12247|12249
Beselerstraße,
Preysingstraße,
Emmichstraße,
Maerckerweg,
Kamenzer Damm,
Schulstraße,12247
Paul-Schneider-Straße,
Melanchthonstraße,12247
Kameradenweg,
Boraweg,
Mudrastraße,
Lüdeckestraße,
Halbauer Weg,
Brieger Straße,
Klüberstraße,
Weygerweg,
Pappritzstraße,
Hohenbornweg,
Saarburger Straße,
Langkofelweg,
Rehauer Pfad,
Döhlauer Pfad,
Dittersbacher Weg,
Gabainstraße,
In den Neuen Gärten,
Am Britzer Garten,
Albersweilerweg,
Douglasienweg,
Küterstraße,
Am Römersgrün,
Priesterweg,12157|10829
In den Leonorengärten,
Altes Gaswerk Mariendorf,
Im Marienpark,
An der Neumark,
Wilhelm-Kabus-Straße,
Tempelhofer Weg,10829
Annenstraße,10179
Beckerstraße,
Sachsendamm,
Reichartstraße,
Potsdamer Straße,10783|10785
Leberstraße,
Ahornstraße,10787
Alte Potsdamer Straße,
Marlene-Dietrich-Platz,
Eichhornstraße,10785
Linkstraße,
Hagelberger Straße,
Luckauer Straße,
Kottbusser Damm,
Ehemaliger Flughafen Tempelhof,
Köbisstraße,
Brachvogelstraße,
Südstern,
Mehringplatz,
Köthener Straße,10963
Gabriele-Tergit-Promenade,
Herrfurthplatz,
Wilhelmstraße,10963|10117
Rahel-Varnhagen-Promenade,
Friedrichstraße,10969|10117
Mussehlstraße,
Schmidstraße,
Michaelkirchplatz,
Heinrich-Heine-Platz,
Heinrich-Heine-Straße,
Columbiadamm,
Sebastianstraße,
Alexandrinenstraße,
Dresdener Straße,
Adalbertstraße,
Engeldamm,
Melchiorstraße,
Legiendamm,
Waldemarstraße,10179|10999|10997
Michaelkirchstraße,
Charlottenstraße,10117|10969
Zimmerstraße,10117|10969
Markgrafenstraße,10117|10969
Alte Jakobstraße,
Niederkirchnerstraße,
Stresemannstraße,
Pohlstraße,
Nollendorfplatz,
Bülowstraße,10783
Kleiststraße,10787
Mehringdamm,
Wilhelmshöhe,
Eisackstraße,
Warthestraße,
Silbersteinstraße,
Gontermannstraße,
Hoeppnerstraße,
Naumannstraße,
Schellingstraße,
Lützowstraße,10785
Rudolf-von-Gneist-Gasse,
Brüder-Grimm-Gasse,
Joseph-von-Eichendorff-Gasse,
Kolonnenstraße,
Dennewitzstraße,
Manfred-von-Richthofen-Straße,
Ansbacher Straße,
Eschwegering,
Lichtenrader Straße,
Herrfurthstraße,12049
Speyerer Straße,
Kielganstraße,
Kurfürstenstraße,10785|10787
Lindenstraße,10969
Neuenburger Straße,
Prinzenstraße,10969
Oranienstraße,
Prinzessinnenstraße,10969
Fraenkelufer,
Erkelenzdamm,
Dieffenbachstraße,
Geibelstraße,10961
Blücherstraße,10961
Zossener Straße,10961
Fontanepromenade,
Marheinekeplatz,
Willibald-Alexis-Straße,
Kloedenstraße,
Fidicinstraße,
Kopischstraße,
Platz der Luftbrücke,
Bergmannstraße,10961
Lilienthalstraße,
Reichenberger Straße,10999
Oranienplatz,
Mariannenstraße,10999|10997
Grimmstraße,10967
Urbanstraße,10967|10961
Graefestraße,
Fichtestraße,10967
Wendlandzeile,
Adolf-Scheidt-Platz,
Dürerplatz,
Askanischer Platz,
Bernburger Straße,10963
Ringbahnstraße,12099|12103
Tivoliplatz,
Schmiedehof,
Eberhard-Roters-Platz,
Sixtusgarten,
Yorckstraße,
Am Weinhang,
Kulmbacher Straße,
Westarpstraße,
Bayerischer Platz,
Grunewaldstraße,10825|10823
Meraner Straße,
Kaiser-Wilhelm-Platz,
An der Apostelkirche,
Lützowplatz,
Karl-Heinrich-Ulrichs-Straße,
Wolffring,
Badener Ring,
General-Pape-Straße,
Werner-Voß-Damm,
Boelckestraße,
Kleineweg,
Paradestraße,
Leonhardyweg,
Bäumerplan,
Schöneberger Straße,12103
Eresburgstraße,
Burchardstraße,
Borussiastraße,
Rumeyplan,
Blumenthalstraße,10783
Goebenstraße,10783
Kulmer Straße,
Tempelhofer Ufer,
Trebbiner Straße,
Obentrautstraße,
Ruhlsdorfer Straße,10963
Nostitzstraße,
Arndtstraße,10965
Chamissoplatz,
Am Tempelhofer Berg,
Monumentenstraße,
Dudenstraße,
Bayernring,
Gotenstraße,10829
Bissingzeile,
Sigismundstraße,
Reichpietschufer,
Hitzigallee,
Matthäikirchplatz,
Dessauer Straße,10963
Schöneberger Straße,10963
Hafenplatz,
Am Karlsbad,
Anhalter Straße,
Kochstraße,10969
Puttkamerstraße,
Hedemannstraße,
Flottwellstraße,
Klingelhöferstraße,
Corneliusstraße,10787
Wichmannstraße,
Burggrafenstraße,10787
Keithstraße,10787
Lützowufer,
Landgrafenstraße,
Bayreuther Straße,
Wittenbergplatz,
Schillstraße,
Derfflingerstraße,10785
Schöneberger Ufer,
Kluckstraße,
Genthiner Straße,
Von-der-Heydt-Straße,
Hiroshimastraße,
Hildebrandstraße,
Stauffenbergstraße,
Rudi-Dutschke-Straße,
Besselstraße,
Axel-Springer-Straße,
Kommandantenstraße,10969|10117
Feilnerstraße,
Ritterstraße,10969
Stallschreiberstraße,
Lobeckstraße,
Jakobikirchstraße,
Bethaniendamm,
Leuschnerdamm,
Tauentzienstraße,
Welserstraße,
Martin-Luther-Straße,10777|10779|10825
Fuggerstraße,
Kalckreuthstraße,
Eisenacher Straße,10777|10781|10823
Wormser Straße,
An der Urania,
Courbièrestraße,
Maienstraße,
Else-Lasker-Schüler-Straße,
Zietenstraße,10783
Frobenstraße,10783
Kurmärkische Straße,
Steinmetzstraße,10783
Körnerstraße,10785
Magdeburger Platz,
Schwäbische Straße,
Barbarossastraße,
Traunsteiner Straße,
Starnberger Straße,
Lindauer Straße,
Barbarossaplatz,
Frankenstraße,10781
Kyffhäuserstraße,
Goltzstraße,10781
Hohenstaufenstraße,
Rosenheimer Straße,
Berchtesgadener Straße,
Münchener Straße,10779|10777|10825
Penzberger Straße,
Luitpoldstraße,
Viktoria-Luise-Platz,
Winterfeldtstraße,
Habsburgerstraße,
Pallasstraße,
Gleditschstraße,
Schwerinstraße,
Nollendorfstraße,
Maaßenstraße,
Gossowstraße,
Prinz-Georg-Straße,
Ebersstraße,
Dominicusstraße,
Feurigstraße,
Torgauer Straße,10829
Neue Steinmetzstraße,
Willmanndamm,
Großgörschenstraße,
Neue Kulmer Straße,
Crellestraße,
Mansteinstraße,
Alvenslebenstraße,10783
Kirchbachstraße,10783
Langenscheidtstraße,
Helmstraße,
Erdmannstraße,
Albertstraße,
Herbertstraße,10827
Belziger Straße,
Akazienstraße,10823
Koburger Straße,
Heylstraße,
Fritz-Elsas-Straße,
Hewaldstraße,
Innsbrucker Straße,
Freiherr-vom-Stein-Straße,10825
Am Rathaus,
Gothaer Straße,10823
Meininger Straße,
Wartburgstraße,
Salzburger Straße,
Merseburger Straße,10823
Apostel-Paulus-Straße,
Klixstraße,10823
Vorbergstraße,
Elßholzstraße,
Karl-Schrader-Straße,
Freisinger Straße,
Leuthener Straße,
Gustav-Müller-Straße,
Gustav-Müller-Platz,
Cheruskerstraße,
Roßbachstraße,
Brunhildstraße,
Czeminskistraße,
Hohenfriedbergstraße,
Marburger Straße,
Passauer Straße,10789
Würzburger Straße,10789
Kelheimer Straße,
Ettaler Straße,
Bamberger Straße,10777|10779
Kufsteiner Straße,
Ehrwalder Straße,
Am Mühlenberg,
Sterzinger Straße,
Steinacher Straße,
Nordsternstraße,
Bozener Straße,
Stübbenstraße,
Landshuter Straße,10779
Haberlandstraße,
Heilbronner Straße,10779
Treuchtlinger Straße,
Am Berlin Museum,
Großbeerenstraße,10965|10963
Katzbachstraße,
Kreuzbergstraße,
Möckernstraße,
Eylauer Straße,
Gneisenaustraße,
Katzlerstraße,
Bautzener Straße,
Hochkirchstraße,
Bautzener Platz,
Geßlerstraße,
Schulenburgring,
Kaiserkorso,
Kesselsdorfstraße,
Hallesches Ufer,
Friedrich-Stampfer-Straße,
Blücherplatz,
Methfesselstraße,
Burgherrenstraße,
Höhndorfstraße,
Loewenhardtdamm,
Hallesche Straße,
Kleinbeerenstraße,
Luckenwalder Straße,10963|10785
Friesenstraße,10965
Schenkendorfstraße,
Heimstraße,
Jüterboger Straße,
Golßener Straße,
Züllichauer Straße,
Hasenheide,
Enckestraße,
Franz-Klühs-Straße,
Brandesstraße,
Gitschiner Straße,
Waterloo-Ufer,
Johanniterstraße,
Tempelherrenstraße,
Böcklerstraße,
Segitzdamm,
Körtestraße,
Freiligrathstraße,
Baerwaldstraße,
Schleiermacherstraße,
Fürbringerstraße,
Mittenwalder Straße,10961
Baruther Straße,
Solmsstraße,
Schwiebusser Straße,
Wartenburgstraße,
Hornstraße,
Neue Straße,12103
Alt-Tempelhof,
Reinhardtstraße,12103
Franz-Künstler-Straße,
Wassertorstraße,
Bergfriedstraße,
Moritzstraße,10969
Carl-Herz-Ufer,
Wilmsstraße,
Planufer,
Riemannstraße,
Siegertweg,
Podewilsstraße,
Fuhrmannstraße,
Wüsthoffstraße,
Udetzeile,
Sennockstraße,
Hessenring,
Mohnickesteig,
Wölfertstraße,
Arenholzsteig,
Schreiberring,
Bundesring,
Kanzlerweg,
Wintgensstraße,
Peter-Strasser-Weg,
Thuyring,
Wiesenerstraße,
Leinestraße,
Oderstraße,12051|12049
Werbergstraße,
Magirusstraße,
Flughafenstraße,
Fontanestraße,12049
Karlsgartenstraße,
Selchower Straße,
Weisestraße,
Mahlower Straße,12049
Schillerpromenade,12049
Kienitzer Straße,
Allerstraße,
Okerstraße,
Netzestraße,
Emser Straße,12051
Siegfriedstraße,12051
Nordmannzeile,
Matthäifriedhofsweg,
Suadicanistraße,
Geneststraße,
Kärntener Straße,
Baumeisterstraße,
Otzenstraße,
Traegerstraße,
Knausstraße,12157
Erfurter Straße,
Stierstraße,
Mettestraße,
Bahnhofstraße,12159
Wielandstraße,12159
Nymphenburger Straße,
Ceciliengärten,
Sponholzstraße,
Semperstraße,
Begasstraße,12157
Rembrandtstraße,12157
Menzelstraße,12157
Peter-Vischer-Straße,
Innsbrucker Platz,
Voßbergstraße,
Werdauer Weg,
Fritz-Reuter-Straße,10827
Gustav-Freytag-Straße,10827
Gutzkowstraße,
Vorarlberger Damm,
Pöppelmannstraße,
Grazer Platz,
Kauschstraße,
Lotte-Laserstein-Straße,
Skalitzer Straße,
Naunynstraße,
Pflügerstraße,
Sanderstraße,
Kohlfurter Straße,
Admiralstraße,
Kottbusser Straße,
Manteuffelstraße,10999|10997
Paul-Lincke-Ufer,
Jahnstraße,10967
Müllenhoffstraße,
Böckhstraße,
Schönleinstraße,
Lachmannstraße,
Boppstraße,
Maybachufer,
Schinkestraße,
Spremberger Straße,12047
Bürknerstraße,
Wissmannstraße,12049
Hermannstraße,12049|12051
Alte Brauerei,
Mariannenplatz,
Fromet-und-Moses-Mendelssohn-Platz,
Am Lokdepot,
EUREF-Campus,
Spreekanal,
Am Pankepark,
Berlin-Spandauer Schifffahrtskanal,
Niederwallstraße,
Adele-Schreiber-Krieger-Straße,
Kupfergraben (Spreekanal),
Leipziger Straße,
Seydelstraße,
Kleine Jägerstraße,
Kurstraße,10117
Caroline-von-Humboldt-Weg,
Jägerstraße,10117
Alte Leipziger Straße,
Hausvogteiplatz,
Caroline-Michaelis-Straße,
Oberwallstraße,
Charitéplatz,
Mathilde-Jacob-Platz,
Scharnhorststraße,10115
Weddingstraße,
Kösliner Straße,
Am Krögel,
Elisabeth-Abegg-Straße,
Schloßplatz,
Wiesenstraße,13357
Rolandufer,
Neue Jüdenstraße,
Pankstraße,13357
Neue Jakobstraße,
Stralauer Straße,
Klosterstraße,10179
Köpenicker Straße,10179|10997
Potsdamer Platz,
Brunnenplatz,
Robert-Koch-Platz,
Neue Promenade,
Taubenstraße,
Mohrenstraße,
Kleine Alexanderstraße,
Französische Straße,
Berliner Freiheit,
Am Park,
Lennéstraße,
Gontardstraße,
Garnisonkirchplatz,
Sonnenburger Straße,
Monbijouplatz,
Kleine Präsidentenstraße,
Waisenstraße,
Oberwasserstraße,
Steinstraße,10119
Behrenstraße,
Rosmarinstraße,
Unter den Linden,
Werderscher Markt,
Inge-Beisheim-Platz,
Linienstraße,
Torstraße,
Rosa-Luxemburg-Straße,
Hirtenstraße,
Pariser Platz,
Hinter der Katholischen Kirche,
Karl-Liebknecht-Straße,
Unterwasserstraße,
Otto-Braun-Straße,
Mollstraße,
An der Kieler Brücke,
Lesser-Ury-Weg,
Otto-Dix-Straße,
Novalisstraße,
Tieckstraße,
Keibelstraße,
St. Wolfgang-Straße,
Heiligegeistkirchplatz,
Holzmarktstraße,
Invalidenstraße,
Hessische Straße,
Hackescher Markt,
Oranienburger Straße,10178|10117
Alexanderplatz,
Auguste-Hauschner-Straße,
Bellevuestraße,10785
Ebertstraße,
Claire-Waldoff-Straße,
Koppenplatz,
Helmholtzplatz,
Stargarder Straße,
Pappelallee,
Greifenhagener Straße,
Gethsemanestraße,
Gleimstraße,
Schönhauser Allee,
Gaudystraße,
Cantianstraße,
Kopenhagener Straße,10437
Rhinower Straße,
Wichertstraße,
Stahlheimer Straße,
Schivelbeiner Straße,
Driesener Straße,
Dänenstraße,
Schönfließer Straße,10439
Paul-Robeson-Straße,
Rodenbergstraße,
Erich-Weinert-Straße,
Scherenbergstraße,
Kuglerstraße,
Topsstraße,
Eberswalder Straße,
Milastraße,
Gneiststraße,10437
Buchholzer Straße,10437
Lychener Straße,
Raumerstraße,
Schliemannstraße,
Lettestraße,
Dunckerstraße,
Danziger Straße,
Göhrener Straße,
Senefelderstraße,
Husemannstraße,
Kollwitzstraße,
Sredzkistraße,
Knaackstraße,
Wörther Straße,10435|10405
Metzer Straße,10405
Straßburger Straße,10405
Saarbrücker Straße,
Prenzlauer Allee,
Belforter Straße,
Prenzlauer Berg,
Mendelssohnstraße,
Heinrich-Roller-Straße,
Diedenhofer Straße,
Mülhauser Straße,
Rykestraße,
Raabestraße,10405
Immanuelkirchstraße,
Rochstraße,
Neue Schönhauser Straße,
Münzstraße,
Dircksenstraße,
An der Spandauer Brücke,
Rosenthaler Straße,10178|10119
Memhardstraße,
Almstadtstraße,
Max-Beer-Straße,
Alte Schönhauser Straße,
Weinmeisterstraße,
Gormannstraße,
Rückerstraße,
Mulackstraße,
Schendelgasse,
Zolastraße,
Weydingerstraße,
Rosa-Luxemburg-Platz,
Bartelstraße,
Wadzeckstraße,
Zehdenicker Straße,
Christinenstraße,
Lottumstraße,
Choriner Straße,
Angermünder Straße,10119
Fehrbelliner Straße,10119
Schwedter Straße,10119|10435|10437
Zionskirchstraße,
Templiner Straße,
Weinbergsweg,
Kastanienallee,10119|10435
Oderberger Straße,
Griebenowstraße,
Fürstenberger Straße,
Hagenauer Straße,
Erna-Berger-Straße,
Neue Roßstraße,
Breite Straße,10178
Poststraße,
Propststraße,
Spreeufer,
Rathausstraße,10178
Am Nußbaum,
Nikolaikirchplatz,
Mühlendamm,
Spandauer Straße,10178
Jüdenstraße,10178
Grunerstraße,
Voltairestraße,
Littenstraße,
Parochialstraße,
Pauline-Staegemann-Straße,
Berolinastraße,
Alexanderstraße,
Karl-Marx-Allee,
Jacobystraße,
Schillingstraße,10179
Magazinstraße,
Ifflandstraße,10179
Singerstraße,
Neue Blumenstraße,
Bernhard-Weiß-Straße,
Rosenstraße,10178
Seelower Straße,
In den Ministergärten,
Neue Grünstraße,
Elisabeth-Mara-Straße,
Wallstraße,10179
Gertraudenstraße,
Inselstraße,10179
Märkisches Ufer,
Brückenstraße,10179
Rungestraße,
Am Köllnischen Park,
Wassergasse,
Ohmstraße,10179
Wolliner Straße,
Joachim-Karnatz-Allee,
Alice-Berend-Straße,
Paulstraße,
Kolmarer Straße,
Ystader Straße,
Am Falkplatz,
Malmöer Straße,
Rheinsberger Straße,
Bernauer Straße,10115|10435|13355
Ruppiner Straße,
Schönholzer Straße,10115
Swinemünder Straße,
Kremmener Straße,
Korsörer Straße,
Behmstraße,
Isländische Straße,
Norwegerstraße,
Reinhardtstraße,10117
Karlplatz,
Schiffbauerdamm,
Hannoversche Straße,
Chausseestraße,10115|13353
Liesenstraße,
Schumannstraße,
Albrechtstraße,10117
Friedrichsgracht,
Kleine Gertraudenstraße,
Hinter dem Gießhaus,
Krausnickstraße,
Brunnenstraße,
Paul-Löbe-Allee,
Konrad-Adenauer-Straße,
Schicklerstraße,
Gertrud-Kolmar-Straße,
An der Kolonnade,
Otto-von-Bismarck-Allee,
John-Foster-Dulles-Allee,
Bettina-von-Arnim-Ufer,
Schulzendorfer Straße,13347
Große Hamburger Straße,
Kleine Hamburger Straße,
Auguststraße,10117|10119
Ackerstraße,10115|13355
Gartenstraße,10115|13355
Sophienstraße,10178
Kleine Auguststraße,
Gipsstraße,
Joachimstraße,10119
Kleine Rosenthaler Straße,
Schröderstraße,
Bergstraße,10115
Elisabethkirchstraße,
Anklamer Straße,
Strelitzer Straße,
Veteranenstraße,
Granseer Straße,
Arkonaplatz,
Krausenstraße,
Georgenstraße,10117
Dorotheenstraße,10117
Mittelstraße,10117
Tucholskystraße,
Ziegelstraße,10117
Kalkscheunenstraße,
Am Weidendamm,
Planckstraße,
Geschwister-Scholl-Straße,
Kronenstraße,
Europaplatz,
Große Präsidentenstraße,
Am Kupfergraben,
Hedwigskirchgasse,
Bebelplatz,
Universitätsstraße,
Bauhofstraße,
Johannisstraße,
Leipziger Platz,
Mauerstraße,10117
Neustädtische Kirchstraße,
Reichstagufer,
Gendarmenmarkt,
Luisenstraße,10117
Marienstraße,10117
Hegelplatz,
Am Festungsgraben,
Hinter dem Zeughaus,
Am Zeughaus,
Jerusalemer Straße,
Schützenstraße,10117
Sperlingsgasse,
Brüderstraße,10178
Scharrenstraße,
Henriette-Herz-Platz,
Beuthstraße,10117
Willy-Brandt-Straße,
Neumannsgasse,
Anna-Louisa-Karsch-Straße,
Habersaathstraße,
Wöhlertstraße,
Pflugstraße,
Schwartzkopffstraße,
Zinnowitzer Straße,
Am Nordbahnhof,
Eichendorffstraße,
Schlegelstraße,
Borsigstraße,
Elisabeth-Schwarzhaupt-Platz,
Platz vor dem Neuen Tor,
Unterbaumstraße,
Charitéstraße,
Am Zirkus,
Bertolt-Brecht-Platz,
Bunsenstraße,
Molkenmarkt,
Schadowstraße,
Glinkastraße,
Voßstraße,
Platz des Volksaufstandes von 1953,
Lewaldstraße,
Friedrich-Ebert-Platz,
Kleine Kurstraße,
Cora-Berliner-Straße,
Hannah-Arendt-Straße,
Bodestraße,
Monbijoustraße,
Burgstraße,
Kieler Straße,10115
Ernst-Reuter-Siedlung,
Claire-Waldoff-Promenade,
Panoramastraße,
Reinickendorfer Straße,
Hochstraße,13357
Lindower Straße,
Gerichtstraße,
Quitzowstraße,
Voxstraße,
Washingtonplatz,
Boyenstraße,
Lichtensteinallee,
Drakestraße,10787
Neue Hochstraße,
Schönwalder Straße,13347
Orthstraße,
Wolgaster Straße,
Stralsunder Straße,13355
Graunstraße,
Holsteiner Ufer,
Tegeler Straße,13353
Philippstraße,
Schönstedtstraße,13357
Herbert-von-Karajan-Straße,
Transvaalstraße,
Guineastraße,
Kameruner Straße,
Sambesistraße,
Senegalstraße,
Dualastraße,
Ugandastraße,
Tangastraße,
Hansa-Ufer,
Schleswiger Ufer,
Bachstraße,10555
Cuxhavener Straße,
Bundesratufer,
Lessingstraße,10555
Altonaer Straße,10555|10557
Essener Straße,
Katharina-Heinroth-Ufer,
